Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-17,2022,2,17,,8.3,,-3.7,,2.3,,15.7,,0.0,,,,,,34.3,,,,32.0,,52.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-18,2022,2,18,,-2.2,,-9.7,,-6.0,,24.0,,0.0,,,,,,1.0,,,,22.0,,76.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-19,2022,2,19,,-0.4,,-8.2,,-4.3,,22.3,,0.0,,,,,,0.0,,,,31.0,,87.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-20,2022,2,20,,5.2,,-7.1,,-1.0,,19.0,,0.0,,,,,,0.0,,,,21.0,,63.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-21,2022,2,21,,4.8,,0.0,,2.4,,15.6,,0.0,,,,,,0.0,,,,6.0,,65.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-22,2022,2,22,,6.4,,0.0,,3.2,,14.8,,0.0,,,,,,8.9,,,,6.0,,58.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-23,2022,2,23,,8.6,,-9.0,,-0.2,,18.2,,0.0,,,,,,0.0,,,,28.0,,74.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-24,2022,2,24,,-4.1,,-9.8,,-7.0,,25.0,,0.0,,,,,,0.0,,,,5.0,,71.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-25,2022,2,25,,-4.6,,-9.6,,-7.1,,25.1,,0.0,,,,,,0.6,,,,5.0,,68.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-26,2022,2,26,,-1.3,,-9.9,,-5.6,,23.6,,0.0,,,,,,0.0,,,,24.0,,58.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-27,2022,2,27,,1.2,,-6.5,,-2.7,,20.7,,0.0,,,,,,0.0,,,,29.0,,67.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-28,2022,2,28,,-2.3,,-10.1,,-6.2,,24.2,,0.0,,,,,,0.0,,,,6.0,,46.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-01,2022,3,1,,5.0,,-2.3,,1.4,,16.6,,0.0,,,,,,0.0,,,,8.0,,50.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-02,2022,3,2,,3.7,,-3.6,,0.1,,17.9,,0.0,,,,,,0.2,,,,32.0,,71.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-03,2022,3,3,,-3.6,,-8.7,,-6.2,,24.2,,0.0,,,,,,0.0,,,,32.0,,63.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-04,2022,3,4,,2.0,,-7.7,,-2.9,,20.9,,0.0,,,,,,0.0,,,,28.0,,46.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-05,2022,3,5,,2.7,,-2.7,,0.0,,18.0,,0.0,,,,,,0.0,,,,6.0,,63.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-06,2022,3,6,,15.8,,1.9,,8.9,,9.1,,0.0,,,,,,2.3,,,,28.0,,78.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-07,2022,3,7,,4.0,,-0.6,,1.7,,16.3,,0.0,,,,,,4.0,,,,30.0,,55.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-08,2022,3,8,,3.2,,-2.1,,0.6,,17.4,,0.0,,,,,,0.0,,,,30.0,,42.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-09,2022,3,9,,3.8,,-0.2,,1.8,,16.2,,0.0,,,,,,0.0,,,,23.0,,41.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-10,2022,3,10,,3.6,,-1.4,,1.1,,16.9,,0.0,,,,,,0.0,,,,33.0,,39.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-11,2022,3,11,,0.2,,-2.4,,-1.1,,19.1,,0.0,,,,,,2.9,,,,30.0,,46.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-12,2022,3,12,,-2.1,,-7.6,,-4.9,,22.9,,0.0,,,,,,0.0,,,,31.0,,80.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-13,2022,3,13,,1.0,,-8.8,,-3.9,,21.9,,0.0,,,,,,0.0,,,,21.0,,58.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-14,2022,3,14,,4.4,,-2.8,,0.8,,17.2,,0.0,,,,,,0.0,,,,,M,,M
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-15,2022,3,15,,3.1,,0.4,,1.8,,16.2,,0.0,,,,,,9.1,,,,4.0,,33.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-16,2022,3,16,,1.7,,0.0,,0.9,,17.1,,0.0,,,,,,0.0,,,,4.0,,35.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-17,2022,3,17,,10.1,,0.3,,5.2,,12.8,,0.0,,,,,,0.0,,,,,M,,M
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-18,2022,3,18,,12.6,,2.6,,7.6,,10.4,,0.0,,,,,,0.0,,,,5.0,,55.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-19,2022,3,19,,6.6,,4.0,,5.3,,12.7,,0.0,,,,,,6.3,,,,6.0,,50.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-20,2022,3,20,,12.6,,2.8,,7.7,,10.3,,0.0,,,,,,0.4,,,,32.0,,59.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-21,2022,3,21,,13.9,,1.8,,7.9,,10.1,,0.0,,,,,,0.0,,,,31.0,,59.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-22,2022,3,22,,4.3,,0.2,,2.3,,15.7,,0.0,,,,,,0.0,,,,5.0,,45.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-23,2022,3,23,,3.7,,1.5,,2.6,,15.4,,0.0,,,,,,19.9,,,,6.0,,84.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-24,2022,3,24,,8.0,,3.1,,5.6,,12.4,,0.0,,,,,,0.0,,,,5.0,,50.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-25,2022,3,25,,6.1,,2.3,,4.2,,13.8,,0.0,,,,,,0.0,,,,30.0,,48.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-26,2022,3,26,,7.2,,-0.1,,3.6,,14.4,,0.0,,,,,,1.0,,,,30.0,,61.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-27,2022,3,27,,-0.1,,-7.2,,-3.7,,21.7,,0.0,,,,,,0.2,,,,31.0,,76.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-28,2022,3,28,,-4.4,,-9.7,,-7.1,,25.1,,0.0,,,,,,0.0,,,,31.0,,68.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-29,2022,3,29,,2.0,,-6.6,,-2.3,,20.3,,0.0,,,,,,0.0,,,,31.0,,42.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-30,2022,3,30,,5.0,,-2.1,,1.5,,16.5,,0.0,,,,,,2.2,,,,7.0,,65.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-03-31,2022,3,31,,12.4,,4.0,,8.2,,9.8,,0.0,,,,,,0.4,,,,22.0,,61.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-01,2022,4,1,,4.1,,-0.5,,1.8,,16.2,,0.0,,,,,,0.6,,,,31.0,,63.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-02,2022,4,2,,5.2,,-1.2,,2.0,,16.0,,0.0,,,,,,0.0,,,,,M,,M
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-03,2022,4,3,,7.3,,1.3,,4.3,,13.7,,0.0,,,,,,0.0,,,,32.0,,58.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-04,2022,4,4,,7.4,,-0.5,,3.5,,14.5,,0.0,,,,,,0.0,,,,33.0,,35.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-05,2022,4,5,,10.3,,3.5,,6.9,,11.1,,0.0,,,,,,1.0,,,,5.0,,65.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-06,2022,4,6,,9.7,,6.3,,8.0,,10.0,,0.0,,,,,,5.5,,,,5.0,,65.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-07,2022,4,7,,11.7,,4.3,,8.0,,10.0,,0.0,,,,,,2.1,,,,5.0,,41.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-08,2022,4,8,,8.2,,2.8,,5.5,,12.5,,0.0,,,,,,0.4,,,,21.0,,45.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-09,2022,4,9,,8.1,,2.2,,5.2,,12.8,,0.0,,,,,,0.5,,,,28.0,,45.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-10,2022,4,10,,9.9,,1.4,,5.7,,12.3,,0.0,,,,,,,M,,,30.0,,58.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-11,2022,4,11,,9.1,,0.7,,4.9,,13.1,,0.0,,,,,,0.4,,,,6.0,,50.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-12,2022,4,12,,14.8,,5.7,,10.3,,7.7,,0.0,,,,,,0.0,,,,31.0,,41.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-13,2022,4,13,,11.6,,7.6,,9.6,,8.4,,0.0,,,,,,2.9,,,,6.0,,48.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-14,2022,4,14,,14.0,,5.6,,9.8,,8.2,,0.0,,,,,,0.2,,,,31.0,,61.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-15,2022,4,15,,12.0,,4.5,,8.3,,9.7,,0.0,,,,,,0.7,,,,25.0,,91.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-16,2022,4,16,,7.1,,0.9,,4.0,,14.0,,0.0,,,,,,,M,,,30.0,,59.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-17,2022,4,17,,8.5,,-0.1,,4.2,,13.8,,0.0,,,,,,0.0,,,,30.0,,55.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-18,2022,4,18,,5.6,,0.3,,3.0,,15.0,,0.0,,,,,,11.7,,,,6.0,,65.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-19,2022,4,19,,7.0,,2.1,,4.6,,13.4,,0.0,,,,,,2.0,,,,30.0,,78.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-20,2022,4,20,,9.3,,2.7,,6.0,,12.0,,0.0,,,,,,0.0,,,,32.0,,46.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-21,2022,4,21,,16.1,,4.8,,10.5,,7.5,,0.0,,,,,,4.7,,,,27.0,,54.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-22,2022,4,22,,10.4,,4.1,,7.3,,10.7,,0.0,,,,,,0.0,,,,31.0,,37.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-23,2022,4,23,,9.0,,5.9,,7.5,,10.5,,0.0,,,,,,0.0,,,,4.0,,68.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-24,2022,4,24,,12.7,,7.0,,9.9,,8.1,,0.0,,,,,,0.0,,,,6.0,,68.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-25,2022,4,25,,15.4,,6.2,,10.8,,7.2,,0.0,,,,,,10.4,,,,29.0,,55.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-26,2022,4,26,,11.2,,2.7,,7.0,,11.0,,0.0,,,,,,1.6,,,,31.0,,54.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-27,2022,4,27,,5.5,,0.7,,3.1,,14.9,,0.0,,,,,,0.0,,,,30.0,,58.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-28,2022,4,28,,11.0,,-0.3,,5.4,,12.6,,0.0,,,,,,0.0,,,,30.0,,54.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-29,2022,4,29,,10.6,,2.3,,6.5,,11.5,,0.0,,,,,,0.0,,,,33.0,,37.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-04-30,2022,4,30,,11.8,,6.2,,9.0,,9.0,,0.0,,,,,,0.0,,,,4.0,,45.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-01,2022,5,1,,9.7,,6.1,,7.9,,10.1,,0.0,,,,,,1.4,,,,6.0,,61.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-02,2022,5,2,,11.4,,5.9,,8.7,,9.3,,0.0,,,,,,0.0,,,,,M,,M
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-03,2022,5,3,,12.5,,6.2,,9.4,,8.6,,0.0,,,,,,11.9,,,,5.0,,63.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-04,2022,5,4,,17.2,,10.2,,13.7,,4.3,,0.0,,,,,,4.1,,,,32.0,,54.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-05,2022,5,5,,12.3,,7.2,,9.8,,8.2,,0.0,,,,,,0.0,,,,4.0,,35.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-06,2022,5,6,,13.1,,7.5,,10.3,,7.7,,0.0,,,,,,0.0,,,,5.0,,63.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-07,2022,5,7,,12.0,,8.4,,10.2,,7.8,,0.0,,,,,,0.0,,,,5.0,,68.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-08,2022,5,8,,13.6,,8.1,,10.9,,7.1,,0.0,,,,,,0.0,,,,5.0,,46.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-09,2022,5,9,,17.2,,9.3,,13.3,,4.7,,0.0,,,,,,0.0,,,,6.0,,48.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-10,2022,5,10,,17.1,,9.8,,13.5,,4.5,,0.0,,,,,,0.0,,,,6.0,,52.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-11,2022,5,11,,17.4,,9.2,,13.3,,4.7,,0.0,,,,,,0.0,,,,6.0,,37.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-12,2022,5,12,,,M,,M,,M,,M,,M,,,,,0.0,,,,6.0,,37.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-13,2022,5,13,,,M,,M,,M,,M,,M,,,,,0.0,,,,7.0,,35.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-14,2022,5,14,,21.4,,10.4,,15.9,,2.1,,0.0,,,,,,0.0,,,,6.0,,37.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-15,2022,5,15,,23.3,,11.5,,17.4,,0.6,,0.0,,,,,,0.0,,,,31.0,,35.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-16,2022,5,16,,20.6,,11.0,,15.8,,2.2,,0.0,,,,,,5.0,,,,31.0,,54.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-17,2022,5,17,,17.5,,8.4,,13.0,,5.0,,0.0,,,,,,0.0,,,,31.0,,59.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-18,2022,5,18,,12.1,,8.2,,10.2,,7.8,,0.0,,,,,,0.0,,,,5.0,,33.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-19,2022,5,19,,17.9,,8.6,,13.3,,4.7,,0.0,,,,,,3.7,,,,6.0,,41.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-20,2022,5,20,,21.5,,11.1,,16.3,,1.7,,0.0,,,,,,0.0,,,,6.0,,42.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-21,2022,5,21,,,M,,M,,M,,M,,M,,,,,3.5,,,,29.0,,89.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-22,2022,5,22,,,M,,M,,M,,M,,M,,,,,0.8,,,,32.0,,63.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-23,2022,5,23,,,M,,M,,M,,M,,M,,,,,0.0,,,,32.0,,33.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-24,2022,5,24,,16.0,,7.8,,11.9,,6.1,,0.0,,,,,,0.0,,,,6.0,,41.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-25,2022,5,25,,,M,,M,,M,,M,,M,,,,,0.0,,,,5.0,,54.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-26,2022,5,26,,,M,,M,,M,,M,,M,,,,,0.1,,,,20.0,,37.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-27,2022,5,27,,,M,,M,,M,,M,,M,,,,,2.4,,,,32.0,,37.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-28,2022,5,28,,,M,,M,,M,,M,,M,,,,,0.0,,,,32.0,,42.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-29,2022,5,29,,,M,,M,,M,,M,,M,,,,,0.0,,,,6.0,,33.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-30,2022,5,30,,,M,,M,,M,,M,,M,,,,,0.0,,,,15.0,,32.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-05-31,2022,5,31,,,M,,M,,M,,M,,M,,,,,0.0,,,,15.0,,35.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-01,2022,6,1,,22.8,,14.8,,18.8,,0.0,,0.8,,,,,,4.1,,,,5.0,,61.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-02,2022,6,2,,20.7,,11.5,,16.1,,1.9,,0.0,,,,,,0.0,,,,31.0,,42.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-03,2022,6,3,,,M,,M,,M,,M,,M,,,,,0.5,,,,33.0,,58.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-04,2022,6,4,,21.1,,8.9,,15.0,,3.0,,0.0,,,,,,0.0,,,,32.0,,59.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-05,2022,6,5,,20.7,,8.7,,14.7,,3.3,,0.0,,,,,,0.2,,,,23.0,,39.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-06,2022,6,6,,17.4,,12.8,,15.1,,2.9,,0.0,,,,,,8.4,,,,5.0,,50.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-07,2022,6,7,,21.3,,13.2,,17.3,,0.7,,0.0,,,,,,21.2,,,,31.0,,54.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-08,2022,6,8,,20.9,,12.6,,16.8,,1.2,,0.0,,,,,,2.1,,,,31.0,,32.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-09,2022,6,9,,21.6,,12.3,,17.0,,1.0,,0.0,,,,,,7.7,,,,28.0,,54.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-10,2022,6,10,,23.4,,13.2,,18.3,,0.0,,0.3,,,,,,0.0,,,,27.0,,50.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-11,2022,6,11,,23.3,,12.9,,18.1,,0.0,,0.1,,,,,,0.0,,,,22.0,,46.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-12,2022,6,12,,23.9,,14.9,,19.4,,0.0,,1.4,,,,,,1.1,,,,31.0,,39.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-13,2022,6,13,,20.1,,12.6,,16.4,,1.6,,0.0,,,,,,0.0,,,,33.0,,32.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-14,2022,6,14,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-15,2022,6,15,,22.3,,16.7,,19.5,,0.0,,1.5,,,,,,0.0,,,,6.0,,46.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-16,2022,6,16,,32.3,,15.4,,23.9,,0.0,,5.9,,,,,,0.0,,,,30.0,,59.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-17,2022,6,17,,27.0,,13.8,,20.4,,0.0,,2.4,,,,,,,M,,,30.0,,85.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-18,2022,6,18,,20.1,,11.6,,15.9,,2.1,,0.0,,,,,,0.0,,,,31.0,,68.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-19,2022,6,19,,22.6,,11.2,,16.9,,1.1,,0.0,,,,,,0.0,,,,30.0,,52.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-20,2022,6,20,,22.5,,11.1,,16.8,,1.2,,0.0,,,,,,0.0,,,,20.0,,37.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-21,2022,6,21,,26.4,,15.3,,20.9,,0.0,,2.9,,,,,,0.0,,,,5.0,,33.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-22,2022,6,22,,34.9,,15.1,,25.0,,0.0,,7.0,,,,,,0.0,,,,32.0,,63.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-23,2022,6,23,,27.4,,14.4,,20.9,,0.0,,2.9,,,,,,0.0,,,,32.0,,39.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-24,2022,6,24,,26.5,,14.3,,20.4,,0.0,,2.4,,,,,,0.0,,,,33.0,,33.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-25,2022,6,25,,25.8,,16.5,,21.2,,0.0,,3.2,,,,,,0.0,,,,6.0,,37.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-26,2022,6,26,,25.4,,18.4,,21.9,,0.0,,3.9,,,,,,0.2,,,,33.0,,58.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-27,2022,6,27,,21.5,,13.6,,17.6,,0.4,,0.0,,,,,,0.0,,,,31.0,,58.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-28,2022,6,28,,21.7,,11.9,,16.8,,1.2,,0.0,,,,,,0.0,,,,31.0,,37.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-29,2022,6,29,,21.8,,12.1,,17.0,,1.0,,0.0,,,,,,2.2,,,,32.0,,32.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-06-30,2022,6,30,,20.9,,13.2,,17.1,,0.9,,0.0,,,,,,0.0,,,,6.0,,41.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-01,2022,7,1,,24.7,,17.5,,21.1,,0.0,,3.1,,,,,,2.3,,,,32.0,,37.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-02,2022,7,2,,28.2,,14.6,,21.4,,0.0,,3.4,,,,,,0.0,,,,30.0,,54.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-03,2022,7,3,,24.6,,15.3,,20.0,,0.0,,2.0,,,,,,0.0,,,,33.0,,37.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-04,2022,7,4,,23.5,,15.1,,19.3,,0.0,,1.3,,,,,,0.0,,,,6.0,,33.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-05,2022,7,5,,,M,,M,,M,,M,,M,,,,,6.8,,,,32.0,,55.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-06,2022,7,6,,,M,,M,,M,,M,,M,,,,,0.0,,,,3.0,,33.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-07,2022,7,7,,,M,,M,,M,,M,,M,,,,,0.0,,,,,M,,M
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-08,2022,7,8,,,M,,M,,M,,M,,M,,,,,0.0,,,,3.0,,52.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-09,2022,7,9,,,M,,M,,M,,M,,M,,,,,0.0,,,,4.0,,50.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-10,2022,7,10,,,M,,M,,M,,M,,M,,,,,0.0,,,,,M,,M
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-11,2022,7,11,,25.6,,15.7,,20.7,,0.0,,2.7,,,,,,3.3,,,,24.0,,74.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-12,2022,7,12,,,M,,M,,M,,M,,M,,,,,0.4,,,,31.0,,61.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-13,2022,7,13,,,M,,M,,M,,M,,M,,,,,0.0,,,,33.0,,46.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-14,2022,7,14,,,M,,M,,M,,M,,M,,,,,0.0,,,,,M,,M
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-15,2022,7,15,,25.0,,15.5,,20.3,,0.0,,2.3,,,,,,0.0,,,,,M,,M
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-16,2022,7,16,,26.9,,18.2,,22.6,,0.0,,4.6,,,,,,0.0,,,,,M,,M
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-17,2022,7,17,,26.1,,19.1,,22.6,,0.0,,4.6,,,,,,0.0,,,,5.0,,39.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-18,2022,7,18,,,M,,M,,M,,M,,M,,,,,25.2,,,,31.0,,52.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-19,2022,7,19,,,M,,M,,M,,M,,M,,,,,0.0,,,,30.0,,46.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-20,2022,7,20,,,M,,M,,M,,M,,M,,,,,0.0,,,,27.0,,46.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-21,2022,7,21,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-22,2022,7,22,,30.8,,18.0,,24.4,,0.0,,6.4,,,,,,0.0,,,,29.0,,41.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-23,2022,7,23,,26.2,,17.8,,22.0,,0.0,,4.0,,,,,,0.0,,,,19.0,,42.0,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-07-24,2022,7,24,,24.9,,17.9,,21.4,,0.0,,3.4,,,,,,12.8,,,,30.0,,42.0,
